Date,Product,Subproduct,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,Zip,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
07/25/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,RI,02919,Older American,N/A,Web,07/25/2013,Closed with explanation,Yes,No,465944
08/13/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"North Shore Agency, LLC",PA,16101,Older American,N/A,Phone,09/11/2013,Closed with explanation,Yes,Yes,489185
08/07/2013,Credit card,,Closing/Cancelling account,,,,Capital One,PA,18324,Older American,N/A,Phone,08/08/2013,Closed with monetary relief,Yes,No,484201
08/13/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"CashCall, Inc.",OH,43615,,N/A,Phone,08/30/2013,Closed with explanation,Yes,No,491634
08/07/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,HSBC North America Holdings Inc.,NY,10027,,N/A,Web,08/09/2013,Closed with explanation,Yes,Yes,484933
07/25/2013,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,,,"Navient Solutions, Inc.",AR,72034,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,465952
08/07/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,NC,27106,,N/A,Referral,08/09/2013,Closed with monetary relief,Yes,No,483044
07/24/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,GA,30324,,N/A,Web,07/31/2013,Closed with explanation,Yes,No,461581
07/24/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,PNC Bank N.A.,PA,15201,,N/A,Referral,07/25/2013,Closed with monetary relief,Yes,No,475395
07/25/2013,Credit card,,Other,,,,Citibank,AL,36116,Servicemember,N/A,Web,07/24/2013,Closed with explanation,Yes,Yes,465957
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Select Portfolio Servicing, Inc",CA,95746,,N/A,Postal mail,07/25/2013,Closed with explanation,Yes,No,464836
08/13/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Wells Fargo & Company,PA,19103,,N/A,Phone,08/14/2013,Closed with explanation,Yes,No,491670
08/13/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Ocwen,CA,92311,,N/A,Web,08/14/2013,Closed with explanation,Yes,No,491671
08/01/2013,Credit card,,Billing disputes,,,,Citibank,NE,68164,,N/A,Postal mail,08/05/2013,Closed with explanation,Yes,No,480574
07/25/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,FL,33065,,N/A,Web,07/25/2013,Closed with non-monetary relief,Yes,No,465970
07/24/2013,Credit card,,Transaction issue,,,,JPMorgan Chase & Co.,NY,10001,,N/A,Referral,07/25/2013,Closed with non-monetary relief,Yes,No,464987
07/24/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,TD Bank US Holding Company,PA,19134,,N/A,Referral,07/25/2013,Closed with explanation,Yes,No,464992
07/25/2013,Debt collection,Credit card,Communication tactics,Threatened to take legal action,,,"Cavalry Investments, LLC",MO,63033,Older American,N/A,Web,07/25/2013,Closed with non-monetary relief,Yes,No,465975
07/25/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NJ,08863,,N/A,Postal mail,08/21/2013,Closed with non-monetary relief,Yes,No,475938
07/25/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,NJ,08863,,N/A,Postal mail,08/21/2013,Closed with non-monetary relief,Yes,No,475939
08/07/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Bank of America,FL,32086,,N/A,Web,08/09/2013,Closed with explanation,Yes,Yes,484689
07/24/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,IL,60471,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,464830
08/07/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"The CBE Group, Inc.",CA,90034,,N/A,Web,08/07/2013,Closed with non-monetary relief,Yes,No,482978
08/07/2013,Bank account or service,Savings account,Deposits and withdrawals,,,,U.S. Bancorp,OH,43081,"Older American, Servicemember",N/A,Phone,08/08/2013,Closed with explanation,Yes,Yes,482979
08/13/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Santander Bank US,MA,02740,,N/A,Phone,08/14/2013,Closed,Yes,Yes,491687
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,GA,30064,,N/A,Referral,07/25/2013,Closed with explanation,Yes,No,465506
07/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,PA,18016,,N/A,Referral,09/26/2013,Closed with explanation,Yes,No,466753
07/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,FL,33056,,N/A,Referral,07/26/2013,Closed with non-monetary relief,Yes,No,467035
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,93010,,N/A,Referral,07/25/2013,Closed with explanation,Yes,No,465102
08/13/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Improper contact or sharing of info,Contacted employer after asked not to,,,Total Recovery Solutions,IL,60633,,N/A,Phone,08/16/2013,Closed with explanation,Yes,No,489208
08/07/2013,Credit card,,Other,,,,Bank of America,NY,11233,,N/A,Phone,08/08/2013,Closed with explanation,Yes,Yes,482761
07/25/2013,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,,,PHH Mortgage,MN,55079,,N/A,Web,07/26/2013,Closed with explanation,Yes,Yes,465991
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,91724,,N/A,Referral,07/25/2013,Closed with explanation,Yes,Yes,465513
08/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,92119,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485006
07/24/2013,Credit card,,Billing statement,,,,Capital One,TX,76112,,N/A,Postal mail,07/25/2013,Closed with explanation,Yes,No,464854
08/13/2013,Mortgage,Home equity loan or line of credit,"Loan modification,collection,foreclosure",,,,Bank of America,MI,48225,,N/A,Web,08/14/2013,Closed with explanation,Yes,Yes,491702
07/25/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Citibank,OH,43230,,N/A,Postal mail,08/28/2013,Closed with non-monetary relief,Yes,No,466016
07/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Regions Financial Corporation,TN,37042,,N/A,Referral,08/06/2013,Closed,Yes,No,466935
07/25/2013,Credit card,,Closing/Cancelling account,,,,Capital One,CA,91942,Servicemember,N/A,Web,07/25/2013,Closed with monetary relief,Yes,No,480103
08/13/2013,Credit card,,Billing disputes,,,,USAA Savings,TX,75013,,N/A,Referral,08/15/2013,Closed with non-monetary relief,Yes,No,489458
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,CA,90806,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485016
08/13/2013,Credit card,,Other,,,,Citibank,NY,10705,,N/A,Referral,08/29/2013,Closed with explanation,Yes,No,489219
08/13/2013,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",FL,32606,,N/A,Web,08/13/2013,Closed with explanation,Yes,No,491723
08/13/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,GA,60438,,N/A,Web,08/14/2013,Closed with non-monetary relief,Yes,No,491728
07/25/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",FL,32343,,N/A,Web,07/30/2013,Closed with explanation,Yes,No,475266
08/13/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Arvest Bank,CA,93428,,N/A,Phone,08/15/2013,Closed with explanation,Yes,No,489225
07/25/2013,Consumer Loan,Vehicle loan,Managing the loan or lease,,,,Ally Financial Inc.,VA,24402,,N/A,Referral,07/26/2013,Closed with explanation,Yes,Yes,466910
08/13/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,CO,80239,,N/A,Web,08/14/2013,Closed with explanation,Yes,Yes,491391
08/07/2013,Credit reporting,,Incorrect information on credit report,Public record,,,Experian,GA,30024,,N/A,Web,08/07/2013,Closed with explanation,Yes,Yes,487139
08/07/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Equifax,TX,77008,,N/A,Web,08/07/2013,Closed with non-monetary relief,Yes,No,482997
07/24/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,PNC Bank N.A.,MA,02019,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,464926
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,NC,28025,,N/A,Web,08/09/2013,Closed with non-monetary relief,Yes,No,484649
08/07/2013,Debt collection,Non-federal student loan,Improper contact or sharing of info,Talked to a third party about my debt,,,"Williams & Fudge, Inc",MO,65584,Servicemember,N/A,Web,08/07/2013,Closed with explanation,Yes,No,482999
07/25/2013,Credit card,,Unsolicited issuance of credit card,,,,Bank of America,PA,19446,,N/A,Web,07/25/2013,Closed with explanation,Yes,No,466061
07/24/2013,Debt collection,Credit card,Disclosure verification of debt,Not given enough info to verify debt,,,"Expert Global Solutions, Inc.",MO,65251,"Older American, Servicemember",N/A,Phone,08/09/2013,Closed with explanation,Yes,No,464932
08/07/2013,Mortgage,Other mortgage,Settlement process and costs,,,,Capital One,OH,45875,,N/A,Phone,08/09/2013,Closed with explanation,Yes,No,485027
07/25/2013,Credit card,,Payoff process,,,,Amex,DC,20010,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,466091
07/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,CA,94501,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,463781
07/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MD,21236,,N/A,Fax,07/29/2013,Closed with explanation,Yes,Yes,475445
08/07/2013,Mortgage,Conventional fixed mortgage,Credit decision / Underwriting,,,,Nationstar Mortgage,AZ,85747,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485030
07/24/2013,Credit card,,Billing disputes,,,,Bank of America,WA,98580,,N/A,Web,07/24/2013,Closed with explanation,Yes,No,464970
08/07/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",MO,63105,,N/A,Postal mail,09/06/2013,Closed with explanation,Yes,No,483022
08/07/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,WA,98117,,N/A,Web,08/09/2013,Closed with explanation,Yes,Yes,485036
08/07/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,Equifax,MO,63105,,N/A,Postal mail,09/06/2013,Closed with explanation,Yes,No,483023
08/07/2013,Mortgage,Other mortgage,Settlement process and costs,,,,Nationstar Mortgage,MN,55398,,N/A,Phone,08/09/2013,Closed with explanation,Yes,No,485038
08/13/2013,Credit reporting,,Incorrect information on credit report,Account terms,,,Equifax,FL,32829,,N/A,Web,08/13/2013,Closed with non-monetary relief,Yes,No,491798
07/25/2013,Debt collection,I do not know,Communication tactics,Frequent or repeated calls,,,"Platinum Holdings Group, LLC",FL,34736,,N/A,Web,08/16/2013,Closed,Yes,No,466135
08/01/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,IN,46404,,N/A,Postal mail,09/11/2013,Closed with non-monetary relief,Yes,No,471642
08/13/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,"SunTrust Banks, Inc.",TX,78520,,N/A,Referral,08/15/2013,Closed with monetary relief,Yes,No,489488
08/13/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,,,CIT Bank National Association,NH,03766,,N/A,Web,08/14/2013,Closed with explanation,Yes,Yes,491807
07/24/2013,Mortgage,Other mortgage,Settlement process and costs,,,,Bank of America,MO,65281,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,464994
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,PNC Bank N.A.,GA,30548,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,472638
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,PNC Bank N.A.,GA,30024,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485043
08/01/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Generation Mortgage,MD,21215,Older American,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,472581
07/24/2013,Credit card,,Billing statement,,,,Synchrony Financial,FL,33548,,N/A,Web,07/24/2013,Closed with monetary relief,Yes,No,465004
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,"Bayview Loan Servicing, LLC",FL,33023,,N/A,Web,07/26/2013,Closed with explanation,No,,454984
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NY,11727,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,464130
08/07/2013,Credit card,,Other,,,,Amex,MA,01002,Older American,N/A,Postal mail,08/08/2013,Closed with explanation,Yes,No,482668
07/24/2013,Credit card,,Privacy,,,,Capital One,NY,14219,Older American,N/A,Phone,07/25/2013,Closed with explanation,Yes,No,465017
07/25/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting report or credit score,,,Experian,NY,10005,,N/A,Web,07/25/2013,Closed with monetary relief,Yes,No,466159
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ditech Financial LLC,CA,92562,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485047
07/24/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Equifax,CA,90018,,N/A,Fax,08/12/2013,Closed with non-monetary relief,Yes,No,456633
07/25/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,BB&T Financial,NC,27407,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,466993
07/24/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Wells Fargo & Company,MN,55763,,N/A,Web,07/25/2013,Closed with monetary relief,Yes,No,480768
07/24/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",PA,19038,,N/A,Web,07/25/2013,Closed with monetary relief,Yes,No,465028
07/25/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,CIT Bank National Association,MO,63132,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,466175
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,VA,22033,,N/A,Fax,07/26/2013,Closed,Yes,No,465030
08/13/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,FirstMerit Bank,OH,44035,Older American,N/A,Phone,08/14/2013,Closed with explanation,Yes,Yes,489277
07/24/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,CA,91387,,N/A,Referral,07/29/2013,Closed with explanation,Yes,Yes,465556
07/24/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,Bank of the West,CA,95465,,N/A,Referral,07/25/2013,Closed with monetary relief,Yes,Yes,465562
08/01/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,NY,11214,Older American,N/A,Web,08/01/2013,Closed with explanation,Yes,Yes,479548
08/01/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,WA,98271,,N/A,Web,08/05/2013,Closed with explanation,Yes,No,471722
07/24/2013,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,PA,19143,,N/A,Web,07/29/2013,Closed with explanation,Yes,No,465044
07/24/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,JPMorgan Chase & Co.,NY,14534,,N/A,Web,07/26/2013,Closed with explanation,Yes,Yes,479311
08/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,ERC,CA,92307,,N/A,Phone,08/12/2013,Closed with explanation,Yes,No,485051
07/25/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,NY,10509,,N/A,Fax,07/29/2013,Closed with monetary relief,Yes,No,466202
08/13/2013,Bank account or service,Checking account,"Making/receiving payments, sending money",,,,Citibank,TX,77573,,N/A,Referral,08/15/2013,Closed with explanation,Yes,No,489470
08/13/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Wells Fargo & Company,WI,54601,Older American,N/A,Web,08/14/2013,Closed with explanation,Yes,No,491858
07/25/2013,Credit reporting,,Improper use of my credit report,Report improperly shared by CRC,,,Equifax,NC,27909,Older American,N/A,Web,07/25/2013,Closed with explanation,Yes,Yes,466203
07/25/2013,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,,,Citibank,CA,92870,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,466232
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Citibank,NJ,08753,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,471736
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,VA,22191,,N/A,Postal mail,08/05/2013,Closed with explanation,Yes,Yes,471737
08/07/2013,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,,,Bank of America,CA,92014,,N/A,Web,08/09/2013,Closed with explanation,Yes,Yes,483051
07/25/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,92111,Older American,N/A,Web,07/26/2013,Closed with monetary relief,Yes,No,466237
08/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,MI,48382,,N/A,Referral,08/09/2013,Closed with explanation,Yes,Yes,482634
07/24/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Citibank,NY,12308,,N/A,Postal mail,07/25/2013,Closed with non-monetary relief,Yes,No,480748
08/08/2013,Debt collection,I do not know,Disclosure verification of debt,Not given enough info to verify debt,,,"United Collection Bureau, Inc.",WI,20171,,N/A,Web,08/08/2013,Closed with explanation,Yes,No,482759
08/13/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,JPMorgan Chase & Co.,PA,15236,Servicemember,N/A,Web,08/14/2013,Closed with monetary relief,Yes,No,493262
07/24/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt was paid,,,"Franklin Collection Service, Inc.",AL,36604,,N/A,Web,07/24/2013,Closed with explanation,Yes,Yes,465061
07/25/2013,Credit card,,Credit line increase/decrease,,,,Citibank,KS,66835,,N/A,Postal mail,07/26/2013,Closed with non-monetary relief,Yes,No,466251
08/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Bank of America,NJ,07504,Older American,N/A,Referral,08/09/2013,Closed with non-monetary relief,Yes,No,483262
08/08/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,AE,09630,Servicemember,N/A,Web,08/09/2013,Closed with monetary relief,Yes,No,483129
08/13/2013,Mortgage,Other mortgage,Settlement process and costs,,,,Nationstar Mortgage,NJ,07039,,N/A,Referral,08/19/2013,Closed with explanation,Yes,Yes,492070
08/07/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,CIT Bank National Association,NJ,07062,,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,483060
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,TX,77546,,N/A,Fax,08/05/2013,Closed with explanation,Yes,Yes,471739
08/01/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,JPMorgan Chase & Co.,FL,33147,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,471766
08/13/2013,Credit card,,APR or interest rate,,,,Capital One,CA,93535,,N/A,Web,08/13/2013,Closed with monetary relief,Yes,Yes,492972
08/08/2013,Mortgage,FHA mortgage,Settlement process and costs,,,,Ocwen,GA,30680,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,483141
08/07/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,Bank of America,TX,77068,,N/A,Web,08/09/2013,Closed with monetary relief,Yes,No,483067
08/08/2013,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,,,Santander Consumer USA Holdings Inc,IL,60102,,N/A,Postal mail,09/03/2013,Closed with explanation,Yes,No,483143
08/13/2013,Credit reporting,,Incorrect information on credit report,Account status,,,Experian,IL,62226,,N/A,Web,08/13/2013,Closed with non-monetary relief,Yes,No,492586
08/21/2013,Credit reporting,,Incorrect information on credit report,Information is not mine,,,"TransUnion Intermediate Holdings, Inc.",MN,55426,,N/A,Web,08/22/2013,Closed with explanation,Yes,Yes,499270
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,UT,84103,,N/A,Phone,08/09/2013,Closed with explanation,Yes,No,485056
07/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Communication tactics,Frequent or repeated calls,,,"Southwest Credit Systems, L.P.",TX,76310,,N/A,Phone,08/01/2013,Closed with explanation,Yes,No,466298
08/01/2013,Bank account or service,Checking account,Deposits and withdrawals,,,,JPMorgan Chase & Co.,TX,75217,,N/A,Referral,08/05/2013,Closed with explanation,Yes,No,472576
07/25/2013,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,,,"Liberty Home Equity Solutions, Inc",AZ,85301,Servicemember,N/A,Postal mail,08/14/2013,Closed with explanation,Yes,No,454561
07/25/2013,Bank account or service,Checking account,Problems caused by my funds being low,,,,BB&T Financial,VA,22033,,N/A,Web,07/26/2013,Closed with explanation,Yes,Yes,466301
08/21/2013,Credit card,,Billing disputes,,,,Discover,PA,17110,,N/A,Phone,08/22/2013,Closed with monetary relief,Yes,Yes,499461
08/08/2013,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,,,Wells Fargo & Company,FL,33063,,N/A,Referral,08/09/2013,Closed with explanation,Yes,No,483433
08/21/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,NY,10473,Older American,N/A,Phone,08/22/2013,Closed with explanation,Yes,No,499462
07/25/2013,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt was paid,,,Encore Capital Group,WI,54703,,N/A,Postal mail,11/04/2013,Closed with explanation,Yes,No,466307
08/21/2013,Debt collection,Mortgage,Communication tactics,Frequent or repeated calls,,,Ditech Financial LLC,FL,34105,Older American,N/A,Web,09/03/2013,Closed with explanation,Yes,No,499463
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,LA,70785,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485063
07/25/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,Franklin American Mortgage Company,CA,92011,,N/A,Referral,07/26/2013,Closed with explanation,Yes,No,467030
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,Ditech Financial LLC,NM,87111,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485055
08/21/2013,Bank account or service,Savings account,"Account opening, closing, or management",,,,JPMorgan Chase & Co.,CA,90710,,N/A,Web,08/22/2013,Closed with explanation,Yes,Yes,499465
08/21/2013,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,,,"Navient Solutions, Inc.",NH,03055,,N/A,Web,08/22/2013,Closed with non-monetary relief,Yes,No,499466
07/25/2013,Debt collection,"Other (i.e. phone, health club, etc.)",False statements or representation,Attempted to collect wrong amount,,,The Minacs Group (USA) Inc.,WY,82001,,N/A,Web,08/13/2013,Closed with explanation,Yes,No,456887
08/08/2013,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,,,"Sun West Mortgage Company, Inc.",PA,18073,,N/A,Referral,08/09/2013,Closed with explanation,No,,483413
08/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,,,"Afni, Inc.",FL,33308,Older American,N/A,Web,08/12/2013,Closed with explanation,Yes,No,485066
08/13/2013,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,,,Bank of America,VA,23462,,N/A,Web,08/14/2013,Closed with explanation,Yes,No,491255
08/13/2013,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,,,Ocwen,GA,30075,,N/A,Web,08/14/2013,Closed with explanation,Yes,No,491914
08/13/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,WA,98226,,N/A,Web,08/13/2013,Closed with non-monetary relief,Yes,No,491259
08/07/2013,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Right to dispute notice not received,,,"Hunter Warfield, Inc.",WA,98021,,N/A,Web,08/09/2013,Closed with explanation,Yes,No,485070
08/07/2013,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,,,"Bayview Loan Servicing, LLC",HI,96778,Older American,N/A,Web,10/17/2013,Closed with explanation,Yes,No,485072
08/13/2013,Credit card,,Billing disputes,,,,Capital One,TX,75074,,N/A,Web,08/20/2013,Closed with monetary relief,Yes,No,489320
07/25/2013,Credit card,,Billing disputes,,,,JPMorgan Chase & Co.,WI,54757,,N/A,Postal mail,07/29/2013,Closed with non-monetary relief,Yes,No,466351
08/13/2013,Credit card,,Identity theft / Fraud / Embezzlement,,,,JPMorgan Chase & Co.,MI,48162,,N/A,Web,08/15/2013,Closed with non-monetary relief,Yes,No,489283
07/25/2013,Mortgage,Other mortgage,"Application, originator, mortgage broker",,,,"Citizens Financial Group, Inc.",OH,43617,,N/A,Web,07/26/2013,Closed with explanation,Yes,No,466354
08/01/2013,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,,,Equifax,NV,89460,Older American,N/A,Web,08/01/2013,Closed with explanation,Yes,No,471823
08/01/2013,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt resulted from identity theft,,,Allied Interstate LLC,FL,33321,,N/A,Web,08/01/2013,Closed with non-monetary relief,Yes,No,471824
08/08/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Nationstar Mortgage,TN,37948,,N/A,Web,08/12/2013,Closed with explanation,Yes,No,483081
08/13/2013,Money transfers,International money transfer,Money was not available when promised,,,,JPMorgan Chase & Co.,,,,N/A,Web,08/13/2013,Closed with explanation,Yes,Yes,489333
08/13/2013,Bank account or service,Checking account,"Account opening, closing, or management",,,,Bank of America,CA,92708,,N/A,Web,08/14/2013,Closed with explanation,Yes,No,491410
08/01/2013,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,,,Ocwen,FL,32931,Servicemember,N/A,Web,08/22/2013,Closed with explanation,Yes,Yes,471832
08/08/2013,Credit reporting,,Incorrect information on credit report,Public record,,,"TransUnion Intermediate Holdings, Inc.",TX,76008,,N/A,Web,08/08/2013,Closed with explanation,Yes,Yes,482793
08/01/2013,Credit reporting,,Incorrect information on credit report,Reinserted previously deleted info,,,Equifax,TX,78070,,N/A,Web,08/01/2013,Closed with non-monetary relief,Yes,Yes,471841
